appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
226960,Ironclad Tactics,Zachtronics,Zachtronics,,424,193,0,"50,000 .. 100,000",155,0,140,0,1499.0,1499.0,0.0,0
227020,Rise of Venice,Gaming Minds Studios,Kalypso Media Digital,,304,198,0,"100,000 .. 200,000",364,0,329,0,399.0,1999.0,80.0,7
227080,Papo & Yo,Minority Media Inc.,Minority Media,,2649,187,0,"50,000 .. 100,000",200,0,150,0,1499.0,1499.0,0.0,0
227100,Sniper Elite: Nazi Zombie Army,Rebellion,Rebellion,,4065,536,0,"200,000 .. 500,000",333,0,251,0,1499.0,1499.0,0.0,6
227180,Kingdom Wars,Reverie World Studios,Space Bullet Dynamics Corporation,,1871,908,0,"500,000 .. 1,000,000",450,0,140,0,0.0,0.0,0.0,3
227300,Euro Truck Simulator 2,SCS Software,SCS Software,,844480,22924,0,"10,000,000 .. 20,000,000",6971,370,1688,130,499.0,1999.0,75.0,17281
227380,Dragon's Lair,Digital Leisure Inc.,Digital Leisure Inc.,,509,151,0,"50,000 .. 100,000",50,0,51,0,999.0,999.0,0.0,0
227480,God Mode,Old School Games,ATLUS USA,,1785,740,0,"200,000 .. 500,000",257,0,183,0,0.0,0.0,0.0,0
227580,"10,000,000",EightyEightGames,EightyEightGames,,2076,227,0,"100,000 .. 200,000",363,0,327,0,499.0,499.0,0.0,2
227600,Castle of Illusion,SEGA Studios Australia,SEGA,,3556,365,0,"200,000 .. 500,000",218,0,131,0,1499.0,1499.0,0.0,14
227780,Serious Sam Classics: Revolution,"Croteam, Alligator Pit",Devolver Digital,,3221,348,0,"200,000 .. 500,000",513,0,103,0,199.0,999.0,80.0,23
227860,Castle Story,Sauropod Studio,Sauropod Studio,,6479,3584,0,"200,000 .. 500,000",719,234,422,234,999.0,999.0,0.0,36
227900,Battleship,"Sperasoft, Inc.",PopCap,,31,17,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
227920,Risk,"Sperasoft, Inc.",PopCap,,171,139,0,"0 .. 20,000",182,0,40,0,0.0,0.0,0.0,9
228180,Action! - Gameplay Recording and Streaming,Mirillis,Mirillis,,6218,1033,0,"200,000 .. 500,000",19680,192,2328,379,2999.0,2999.0,0.0,262
228200,Company of Heroes,Relic Entertainment,Relic Entertainment,,16025,946,0,"1,000,000 .. 2,000,000",2240,242,472,240,1999.0,1999.0,0.0,864
228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,Stardock Entertainment,,1842,626,0,"200,000 .. 500,000",1160,0,330,0,2499.0,2499.0,0.0,33
228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,,15123,1275,0,"1,000,000 .. 2,000,000",1467,165,280,216,1999.0,1999.0,0.0,378
228300,Remember Me,DONTNOD Entertainment,Capcom,,13365,2732,0,"500,000 .. 1,000,000",464,0,223,0,599.0,2999.0,80.0,17
228360,Full Throttle Remastered,"Double Fine Productions, Shiny Shoe",Double Fine Productions,,2679,231,0,"200,000 .. 500,000",328,0,323,0,1499.0,1499.0,0.0,8
228380,Wreckfest,Bugbear,THQ Nordic,,34031,4586,0,"1,000,000 .. 2,000,000",1085,55,401,72,1499.0,2999.0,50.0,328
228400,Ace Combat Assault Horizon - Enhanced Edition,NAMCO,BANDAI NAMCO Entertainment,,3017,2189,0,"200,000 .. 500,000",646,0,222,0,0.0,0.0,0.0,1
228760,TrackMania² Canyon,Nadeo,Ubisoft,,1486,346,0,"200,000 .. 500,000",528,0,309,0,1999.0,1999.0,0.0,18
228960,Skulls of the Shogun,17-BIT,17-BIT,,731,81,0,"200,000 .. 500,000",305,0,149,0,999.0,999.0,0.0,0
229480,Dungeons & Dragons: Chronicles of Mystara,Iron Galaxy Studios,Capcom,,1488,339,0,"500,000 .. 1,000,000",128,35,87,35,494.0,1499.0,67.0,4
229520,Dungeon Hearts,Cube Roots,Devolver Digital,,333,198,0,"50,000 .. 100,000",208,0,143,0,59.0,299.0,80.0,0
229870,ShootMania Storm,Nadeo,Ubisoft,,729,125,0,"100,000 .. 200,000",1224,0,1211,0,1999.0,1999.0,0.0,5
229890,Joe Danger,Hello Games,Hello Games,,149,38,0,"20,000 .. 50,000",58,0,52,0,1499.0,1499.0,0.0,0
230070,The Age of Decadence,Iron Tower Studio,Iron Tower Studio,,3068,676,0,"200,000 .. 500,000",543,7,395,7,1499.0,1499.0,0.0,20
230190,War for the Overworld,Brightrock Games,"Mythwright, Brightrock Games",,6735,1102,0,"500,000 .. 1,000,000",882,1,311,1,2999.0,2999.0,0.0,59
230210,ASYLUM,Senscape,Senscape,,303,45,0,"0 .. 20,000",0,0,0,0,2499.0,2499.0,0.0,3
230230,Divinity: Original Sin (Classic),Larian Studios,Larian Studios,,10798,987,0,"500,000 .. 1,000,000",1717,0,338,0,3999.0,3999.0,0.0,13
230270,N++ (NPLUSPLUS),Metanet Software Inc.,Metanet Software Inc.,,3003,203,0,"200,000 .. 500,000",593,0,135,0,1499.0,1499.0,0.0,10
230290,Universe Sandbox,Giant Army,Giant Army,,26456,992,0,"1,000,000 .. 2,000,000",1799,16,157,21,2999.0,2999.0,0.0,357
230330,FINAL FANTASY XI: Ultimate Collection Seekers Edition,Square Enix,Square Enix,,308,38,0,"0 .. 20,000",193,0,251,0,2999.0,2999.0,0.0,12
230410,Warframe,Digital Extremes,Digital Extremes,,545393,81110,0,"20,000,000 .. 50,000,000",11828,1097,515,134,0.0,0.0,0.0,36195
230650,Lords of Football,Geniaware Srl,Fish Eagle,,177,167,0,"50,000 .. 100,000",187,0,281,0,1499.0,1499.0,0.0,0
230700,La-Mulana,NIGORO,PLAYISM,,1971,504,0,"200,000 .. 500,000",480,0,142,0,374.0,1499.0,75.0,19
230780,articy:draft,Articy Software,Articy Software,,77,10,0,"0 .. 20,000",873,0,1223,0,0.0,0.0,0.0,2
230820,The Night of the Rabbit,Daedalic Entertainment,Daedalic Entertainment,,2839,337,0,"200,000 .. 500,000",448,0,231,0,1999.0,1999.0,0.0,10
230860,Cannon Brawl,"Theresa Duringer, Pete Andstadt",Temple Gates Games,,728,70,0,"200,000 .. 500,000",537,0,641,0,1499.0,1499.0,0.0,0
231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,,1848,1336,0,"1,000,000 .. 2,000,000",1287,0,101,0,0.0,0.0,0.0,5
231140,Cities XL Platinum,Focus Entertainment,Focus Entertainment,,944,677,0,"200,000 .. 500,000",260,0,67,0,999.0,999.0,0.0,9
231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,,6929,440,0,"500,000 .. 1,000,000",176,0,97,0,1499.0,1499.0,0.0,6
231200,Kentucky Route Zero: PC Edition,Cardboard Computer,Cardboard Computer,,3346,812,0,"200,000 .. 500,000",188,0,68,0,2499.0,2499.0,0.0,4
231310,MirrorMoon EP,Santa Ragione,Santa Ragione,,337,245,0,"50,000 .. 100,000",137,0,123,0,1499.0,1499.0,0.0,2
231430,Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",,86713,23112,0,"5,000,000 .. 10,000,000",2836,415,283,444,499.0,1999.0,75.0,2330
231740,Knights of Pen and Paper +1 Edition,Behold Studios,Paradox Interactive,,2659,562,0,"200,000 .. 500,000",310,0,204,0,999.0,999.0,0.0,5
232010,Euro Truck Simulator,SCS Software,SCS Software,,6093,1198,0,"1,000,000 .. 2,000,000",287,0,53,0,499.0,499.0,0.0,3
232050,Eador. Masters of the Broken World,Snowbird Games,Snowbird Games,,1871,872,0,"1,000,000 .. 2,000,000",474,0,273,0,1999.0,1999.0,0.0,31
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,111325,15541,0,"2,000,000 .. 5,000,000",3931,1634,547,87,299.0,2999.0,90.0,4508
232430,Gone Home,Fullbright,"Fullbright, Serenity Forge",,13786,4103,0,"500,000 .. 1,000,000",166,33,119,33,419.0,1499.0,72.0,3
232750,Mars: War Logs,Spiders,Focus Entertainment,,2149,717,0,"200,000 .. 500,000",434,0,228,0,99.0,499.0,80.0,4
232770,POSTAL,Running With Scissors,Running With Scissors,,10023,1000,0,"2,000,000 .. 5,000,000",318,73,240,77,6795.0,6795.0,0.0,41
232790,Broken Age,Double Fine Productions,Double Fine Productions,,6679,1309,0,"200,000 .. 500,000",586,0,286,0,299.0,1499.0,80.0,8
232810,Godus,22cans,22cans Ltd.,,1803,5438,0,"200,000 .. 500,000",1429,0,408,0,0.0,0.0,0.0,1
232890,Stronghold Crusader 2,FireFly Studios,FireFly Studios,,12328,4754,0,"1,000,000 .. 2,000,000",857,168,269,241,3999.0,3999.0,0.0,217
232910,TrackMania² Stadium,Nadeo,Ubisoft,,5841,736,0,"500,000 .. 1,000,000",1169,0,404,0,499.0,999.0,50.0,44
233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,,24071,2080,0,"2,000,000 .. 5,000,000",377,53,206,53,2999.0,2999.0,0.0,20
233150,LUFTRAUSERS,Vlambeer,Devolver Digital,,4023,403,0,"200,000 .. 500,000",239,0,161,0,199.0,999.0,80.0,3
233190,Final Exam,Mighty Rocket Studio,Focus Entertainment,,1059,197,0,"200,000 .. 500,000",258,0,166,0,499.0,499.0,0.0,2
233270,Far Cry 3 - Blood Dragon,Ubisoft Montreal,Ubisoft,,15566,2168,0,"1,000,000 .. 2,000,000",317,8,174,8,1499.0,1499.0,0.0,20
233290,Murdered: Soul Suspect,Airtight Games,Square Enix,,14278,2373,0,"1,000,000 .. 2,000,000",357,0,251,0,199.0,1999.0,90.0,11
233350,Sudeki,Climax Studios,Climax Group,,879,112,0,"200,000 .. 500,000",353,0,234,0,599.0,599.0,0.0,3
233410,Tomb Raider - The Final Hours Digital Book,Geoff Keighley,Geoff Keighley,,178,31,0,"20,000 .. 50,000",12,0,18,0,199.0,199.0,0.0,1
233450,Prison Architect,"Introversion Software, Double Eleven",Paradox Interactive,,64439,7891,0,"5,000,000 .. 10,000,000",1976,138,561,63,2999.0,2999.0,0.0,781
233470,Evoland,Shiro Games,Shiro Games,,4847,1020,0,"200,000 .. 500,000",256,0,170,0,249.0,999.0,75.0,2
233530,Wake,Boss Baddie,Boss Baddie,,53,141,0,"0 .. 20,000",243,0,347,0,499.0,499.0,0.0,0
233530,Wake,Boss Baddie,Boss Baddie,,53,141,0,"0 .. 20,000",243,0,347,0,499.0,499.0,0.0,0
233610,Distance,Refract,Refract,,6648,542,0,"200,000 .. 500,000",460,0,221,0,2499.0,2499.0,0.0,19
233680,Black Ink,Bleank,Bleank,,422,93,0,"0 .. 20,000",516,0,574,0,1749.0,3499.0,50.0,4
233700,Sword of the Stars: The Pit,Kerberos Productions,Kerberos Productions,,1279,248,0,"200,000 .. 500,000",446,0,259,0,999.0,999.0,0.0,2
233720,Surgeon Simulator,Bossa Studios,Infogrames,,13566,2927,0,"1,000,000 .. 2,000,000",1626,0,141,0,999.0,999.0,0.0,11
233740,Organ Trail: Director's Cut,The Men Who Wear Many Hats,The Men Who Wear Many Hats,,2704,364,0,"200,000 .. 500,000",326,0,227,0,499.0,499.0,0.0,6
233800,Arma 3 Tools,Bohemia Interactive,Bohemia Interactive,,449,64,0,"100,000 .. 200,000",0,0,0,0,0.0,0.0,0.0,35
233840,Worms Clan Wars,Team17 Digital Ltd,Team17 Digital Ltd,,2469,670,0,"500,000 .. 1,000,000",349,69,215,69,2499.0,2499.0,0.0,2
233860,Kenshi,Lo-Fi Games,Lo-Fi Games,,93712,4423,0,"2,000,000 .. 5,000,000",4317,888,746,978,2999.0,2999.0,0.0,5412
233980,UnEpic,@unepic_fran,Unepic Games,,7297,687,0,"500,000 .. 1,000,000",889,0,236,0,1299.0,1299.0,0.0,9
234080,Castlevania: Lords of Shadow – Ultimate Edition,"MercurySteam, Climax Studios",KONAMI,,7529,1790,0,"500,000 .. 1,000,000",649,0,215,0,599.0,2999.0,80.0,38
234140,Mad Max,Avalanche Studios,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,76230,6430,0,"2,000,000 .. 5,000,000",1676,129,802,87,1999.0,1999.0,0.0,563
234270,Ken Follett's The Pillars of the Earth,Daedalic Entertainment,Daedalic Entertainment,,6557,522,0,"200,000 .. 500,000",386,87,119,87,1999.0,1999.0,0.0,11
234290,Zack Zero,Crocodile Entertainment,Crocodile Entertainment,,271,147,0,"50,000 .. 100,000",268,0,147,0,299.0,299.0,0.0,0
234330,MARVEL Puzzle Quest,Broken Circle Studios,505 Go Inc,,3068,1319,0,"500,000 .. 1,000,000",3947,0,157,0,0.0,0.0,0.0,271
234350,Luxor 2 HD,MumboJumbo,Accelerate Games,,128,31,0,"20,000 .. 50,000",1109,0,1110,0,999.0,999.0,0.0,1
234390,Teleglitch: Die More Edition,Test3 Projects,Paradox Interactive,,2434,435,0,"500,000 .. 1,000,000",189,0,61,0,1299.0,1299.0,0.0,2
234630,Project CARS,Slightly Mad Studios,"Codemasters, Slightly Mad Studios, Electronic Arts",,11422,2986,0,"1,000,000 .. 2,000,000",1154,260,274,260,0.0,0.0,0.0,45
234650,Shadowrun Returns,Harebrained Schemes,Paradox Interactive,,11833,1549,0,"2,000,000 .. 5,000,000",416,0,231,0,1499.0,1499.0,0.0,31
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,,12500,1440,0,"500,000 .. 1,000,000",663,144,415,144,999.0,1999.0,50.0,23
234710,Poker Night 2,Telltale Games,Telltale Games,,6337,894,0,"1,000,000 .. 2,000,000",488,0,267,0,0.0,0.0,0.0,32
235210,STRIDER / ストライダー飛竜,"Double Helix Games, Capcom",Capcom,,3239,789,0,"500,000 .. 1,000,000",252,1451,196,1451,449.0,1499.0,70.0,9
235320,Original War,Altar Games,Bohemia Interactive,,1928,102,0,"200,000 .. 500,000",425,0,102,0,199.0,999.0,80.0,15
235340,Prime World,Nival,Nival,,2214,1571,0,"1,000,000 .. 2,000,000",9259,0,149,0,0.0,0.0,0.0,2
235360,Prime World: Defenders,Nival,Nival,,787,255,0,"200,000 .. 500,000",753,0,457,0,999.0,999.0,0.0,2
235380,Blitzkrieg 3,Nival,Nival,,3943,3317,0,"200,000 .. 500,000",593,0,243,0,999.0,999.0,0.0,12
235400,King’s Bounty: Legions,Nival,Nival,,697,602,0,"200,000 .. 500,000",255,0,289,0,0.0,0.0,0.0,0
235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,KONAMI,,79993,3300,0,"2,000,000 .. 5,000,000",848,0,528,0,2999.0,2999.0,0.0,242
235520,The White Laboratory,Laboratory Systems,"Laboratory Systems, Gamirror Games",,278,78,0,"50,000 .. 100,000",307,0,307,0,999.0,999.0,0.0,2
235540,Warhammer: End Times - Vermintide,Fatshark,Fatshark,,16874,4216,0,"1,000,000 .. 2,000,000",900,0,310,0,2999.0,2999.0,0.0,54
235600,Tom Clancy’s Splinter Cell Blacklist,Ubisoft Toronto,Ubisoft,,15918,3989,0,"1,000,000 .. 2,000,000",3311,10,406,11,1999.0,1999.0,0.0,43
235620,Small World,Days of Wonder,"Days of Wonder, Twin Sails Interactive",,1011,455,0,"200,000 .. 500,000",131,0,79,0,249.0,999.0,75.0,7
235660,Eador: Genesis,"Alexey Bokulev, Snowbird Games",Snowbird Games,,354,73,0,"100,000 .. 200,000",93,0,93,0,599.0,599.0,0.0,2
235800,Audiosurf 2,Dylan Fitterer,Dylan Fitterer,,4945,1025,0,"200,000 .. 500,000",970,0,131,0,1499.0,1499.0,0.0,9
235820,Element4l,I-Illusions,I-Illusions,,541,110,0,"50,000 .. 100,000",119,0,109,0,899.0,899.0,0.0,0
235900,RPG Maker XP,"Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",Gotcha Gotcha Games,,1653,102,0,"200,000 .. 500,000",259,25,10,48,2499.0,2499.0,0.0,217
236090,Dust: An Elysian Tail,Humble Hearts LLC,Xbox Game Studios,,17758,880,0,"1,000,000 .. 2,000,000",447,0,228,0,1499.0,1499.0,0.0,8
236110,Dungeon Defenders II,Chromatic Games,Chromatic Games,,16882,4941,0,"2,000,000 .. 5,000,000",1225,0,171,0,0.0,0.0,0.0,351
236130,Horizon,L3O Interactive,L3O Interactive,,281,194,0,"100,000 .. 200,000",629,0,872,0,2999.0,2999.0,0.0,3
236150,Starpoint Gemini 2,Little Green Men Games,Little Green Men Games,,2843,1250,0,"500,000 .. 1,000,000",331,0,207,0,3499.0,3499.0,0.0,4
236390,War Thunder,Gaijin Entertainment,Gaijin Network Ltd,,484469,272617,0,"20,000,000 .. 50,000,000",9318,622,492,149,0.0,0.0,0.0,50478
236430,DARK SOULS II,"FromSoftware, Inc.","BANDAI NAMCO Entertainment, FromSoftware, Inc.",,39201,5123,0,"500,000 .. 1,000,000",4531,0,2622,0,1999.0,3999.0,50.0,197
236450,PAC-MAN Championship Edition DX+,"Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,,7496,353,0,"200,000 .. 500,000",607,0,57,0,249.0,999.0,75.0,15
236690,Blood Bowl 2,Cyanide Studios,Nacon,,6997,1893,0,"1,000,000 .. 2,000,000",2707,0,391,0,1999.0,1999.0,0.0,84
236850,Europa Universalis IV,"Paradox Development Studio, Paradox Tinto",Paradox Interactive,,116432,18004,0,"5,000,000 .. 10,000,000",19131,669,1077,332,4999.0,4999.0,0.0,12445
236870,HITMAN,"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)","IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",,30973,6227,0,"2,000,000 .. 5,000,000",824,350,393,350,0.0,0.0,0.0,46
237110,Mortal Kombat Komplete Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,16939,1574,0,"1,000,000 .. 2,000,000",718,1,352,1,0.0,0.0,0.0,37
237310,Elsword,KOG,KOG Games,,7057,2516,0,"1,000,000 .. 2,000,000",3453,0,129,0,0.0,0.0,0.0,401
237370,PlayClaw 5 - Game Recording and Streaming,,,,282,115,0,"50,000 .. 100,000",1114,0,1295,0,3999.0,3999.0,0.0,1
237430,Expeditions: Conquistador,Logic Artists,THQ Nordic,,1218,325,0,"200,000 .. 500,000",1137,0,250,0,499.0,1999.0,75.0,5
237550,Realms of Arkania: Blade of Destiny,"United Independent Entertainment, Crafty Studios",United Independent Entertainment,,239,203,0,"100,000 .. 200,000",3118,0,6052,0,999.0,999.0,0.0,3
237630,DuckTales: Remastered,WayForward,Capcom,,6472,909,0,"200,000 .. 500,000",323,0,117,0,374.0,1499.0,75.0,21
237740,Angry Video Game Nerd Adventures,FreakZone Games,Retroware,,2776,366,0,"100,000 .. 200,000",247,0,176,0,499.0,499.0,0.0,1
237850,Dreamfall Chapters,Red Thread Games,Red Thread Games,,3664,776,0,"500,000 .. 1,000,000",801,0,300,0,2499.0,2499.0,0.0,6
237870,Planet Explorers,Pathea Games,Pathea Games,,4226,2586,0,"200,000 .. 500,000",1161,0,258,0,0.0,0.0,0.0,8
237890,Agarest: Generations of War,Idea Factory,Ghostlight LTD,,1318,529,0,"100,000 .. 200,000",596,0,245,0,1499.0,1499.0,0.0,10
237930,Transistor,Supergiant Games,Supergiant Games,,28786,1806,0,"1,000,000 .. 2,000,000",345,0,189,0,1999.0,1999.0,0.0,10
237950,UFO: Afterlight,Altar Games,Bohemia Interactive,,337,180,0,"200,000 .. 500,000",114,0,33,0,139.0,699.0,80.0,7
237990,The Banner Saga,Stoic,Stoic Studio,,13812,1711,0,"500,000 .. 1,000,000",708,0,243,0,2499.0,2499.0,0.0,24
238010,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal,Eidos Interactive Corp.,,25909,2216,0,"2,000,000 .. 5,000,000",1025,331,478,331,299.0,1999.0,85.0,193
238090,Sniper Elite 3,Rebellion,Rebellion,,22323,4794,0,"2,000,000 .. 5,000,000",555,74,302,74,2999.0,2999.0,0.0,82
238210,System Shock 2 (1999),"Nightdive Studios, Irrational Games, Looking Glass Studios",Nightdive Studios,,7194,417,0,"200,000 .. 500,000",502,28,92,28,599.0,1999.0,70.0,18
238260,Pinball Arcade,FarSight Studios,FarSight Studios,,3002,1078,0,"500,000 .. 1,000,000",933,187,64,196,0.0,0.0,0.0,27
238320,Outlast,Red Barrels,Red Barrels,,121220,4458,0,"2,000,000 .. 5,000,000",385,40,166,52,1499.0,1499.0,0.0,215
238370,Magicka 2,Pieces Interactive,Paradox Interactive,,11061,2330,0,"2,000,000 .. 5,000,000",323,166,200,204,1499.0,1499.0,0.0,26
238430,Contagion,"Monochrome, Inc","Monochrome, Inc",,11222,4206,0,"1,000,000 .. 2,000,000",470,0,199,0,399.0,999.0,60.0,27
238460,BattleBlock Theater,The Behemoth,The Behemoth,,69617,1997,0,"2,000,000 .. 5,000,000",642,67,286,67,1499.0,1499.0,0.0,78
238530,Super Puzzle Platformer Deluxe,Andrew Morrish,Andrew Morrish,,449,51,0,"20,000 .. 50,000",692,0,413,0,799.0,799.0,0.0,0
238750,Might & Magic X - Legacy,Ubisoft,Ubisoft,,2168,1119,0,"200,000 .. 500,000",1630,0,781,0,2999.0,2999.0,0.0,36
238870,Citadels,Games Distillery s.r.o.,HandyGames,,73,413,0,"50,000 .. 100,000",290,0,518,0,1499.0,1499.0,0.0,0
238910,Bionic Dues,Arcen Games,Arcen Games,,743,244,0,"200,000 .. 500,000",622,0,191,0,249.0,999.0,75.0,1
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,,209822,25269,0,"20,000,000 .. 50,000,000",13717,1312,570,243,0.0,0.0,0.0,4694
239030,"Papers, Please",Lucas Pope,3909,,72168,2019,0,"2,000,000 .. 5,000,000",483,617,243,1217,999.0,999.0,0.0,416
239070,Hammerwatch,Crackshell,Team17,,5754,681,0,"500,000 .. 1,000,000",457,0,211,0,999.0,999.0,0.0,5
239120,Final Fantasy III (3D Remake),Square Enix,Square Enix,,2731,583,0,"500,000 .. 1,000,000",797,22,252,22,799.0,1599.0,50.0,48
239140,Dying Light,Techland,Techland,,435687,21945,0,"10,000,000 .. 20,000,000",2331,234,1134,81,2499.0,2499.0,0.0,4953
239160,Thief,"Eidos-Montréal, Feral Interactive (Mac)","Eidos Interactive Corp., Feral Interactive (Mac)",,17337,5926,0,"1,000,000 .. 2,000,000",529,0,249,0,299.0,1999.0,85.0,110
239200,Amnesia: A Machine for Pigs,The Chinese Room,Frictional Games,,7886,3457,0,"1,000,000 .. 2,000,000",141,19,45,20,1999.0,1999.0,0.0,10
239250,Castlevania: Lords of Shadow 2,MercurySteam,KONAMI,,4930,900,0,"500,000 .. 1,000,000",611,0,416,0,799.0,3999.0,80.0,17
239350,Spelunky,Mossmouth,Mossmouth,,15005,1288,0,"1,000,000 .. 2,000,000",983,0,135,0,1499.0,1499.0,0.0,60
239820,Game Dev Tycoon,Greenheart Games,Greenheart Games,,34126,1657,0,"1,000,000 .. 2,000,000",886,272,555,522,999.0,999.0,0.0,157
239840,Dead State: Reanimated,DoubleBear Productions,DoubleBear Productions,,1840,670,0,"100,000 .. 200,000",1240,0,517,0,499.0,1999.0,75.0,6
240220,Dead Island Riptide JP,,,,0,0,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,1
240320,Panzar,Panzar Studio,OVALIS INVESTMENTS LIMITED,,3397,1750,0,"1,000,000 .. 2,000,000",568,0,120,0,0.0,0.0,0.0,6
240440,Quadrilateral Cowboy,Blendo Games,Blendo Games,,867,73,0,"200,000 .. 500,000",157,0,197,0,1999.0,1999.0,0.0,1
240600,MotoGP13,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,811,212,0,"100,000 .. 200,000",248,0,345,0,999.0,999.0,0.0,2
240660,Rain Blood Chronicles: Mirage,,Origo Games,,116,49,0,"0 .. 20,000",11,0,19,0,99.0,99.0,0.0,0
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,,63479,13524,0,"2,000,000 .. 5,000,000",483,51,120,17,799.0,799.0,0.0,192
240760,Wasteland 2: Director's Cut,inXile Entertainment,inXile Entertainment,,6641,1413,0,"500,000 .. 1,000,000",2448,0,995,0,749.0,2999.0,75.0,10
241240,Contraption Maker,Kevin Ryan,Top Meadow,,1158,108,0,"200,000 .. 500,000",323,0,117,0,1299.0,1299.0,0.0,6
241260,Sherlock Holmes: Crimes and Punishments,Frogwares,Frogwares,,6469,722,0,"200,000 .. 500,000",529,52,291,52,2999.0,2999.0,0.0,19
241410,CastleStorm,Zen Studios,Zen Studios,,1419,174,0,"100,000 .. 200,000",468,0,211,0,999.0,999.0,0.0,0
241540,State of Decay,Undead Labs,Xbox Game Studios,,14817,2711,0,"500,000 .. 1,000,000",635,0,289,0,0.0,0.0,0.0,7
241560,The Crew,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,,10721,6318,0,"500,000 .. 1,000,000",3197,183,2033,183,0.0,0.0,0.0,3
241600,Rogue Legacy,Cellar Door Games,Cellar Door Games,,17124,1353,0,"200,000 .. 500,000",893,25,420,25,224.0,1499.0,85.0,36
241620,Inquisitor,CINEMAX GAMES,CINEMAX GAMES,,468,210,0,"200,000 .. 500,000",208,0,226,0,339.0,999.0,66.0,1
241660,Ohm Studio,GRAOUMF,Ohm Force,,178,134,0,"50,000 .. 100,000",191,0,367,0,0.0,0.0,0.0,49
241760,Kill to Collect,Pieces Interactive,"HandyGames, Pieces Interactive",,202,89,0,"50,000 .. 100,000",172,0,270,0,999.0,999.0,0.0,0
241910,Goodbye Deponia,Daedalic Entertainment,Daedalic Entertainment,,2093,264,0,"200,000 .. 500,000",491,0,369,0,1999.0,1999.0,0.0,3
241930,Middle-earth: Shadow of Mordor,Monolith Productions,"Warner Bros. Interactive Entertainment, Warner Bros. Games",,83849,6866,0,"5,000,000 .. 10,000,000",1251,15,817,19,399.0,1999.0,80.0,441
242050,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,62942,8129,0,"5,000,000 .. 10,000,000",2194,1085,1107,1321,3999.0,3999.0,0.0,923
242360,Football Manager 2014 Korean,,,,0,0,0,"0 .. 20,000",92540,0,158618,0,0.0,0.0,0.0,18
242550,Rayman Legends,Ubisoft Montpellier,Ubisoft,,8994,1049,0,"500,000 .. 1,000,000",564,84,229,84,2999.0,2999.0,0.0,71
242570,Space Hulk,Full Control Studios,Full Control,,1442,593,0,"200,000 .. 500,000",291,0,182,0,0.0,0.0,0.0,1
